id,anoMes,contrato,noContrato,fechaOc,servicio,nombreCliente,titular,noPoliza,assistance,origen,importe,telefono,placa
404,202107,GNP BANCA POR EXPUESTO ,26738637899,12/17/2021,CASETAS ,MAPFRE SEGUROS ,Hector Michael,16530816 6742,MARISOL,Kyrgyzstan,9962,553-284-9092,J3R 7G1
405,202108,MAPFRE SEGUROS REGULARES ,75927361099,9/13/2021,PAGO DIRECTO ,MAPFRE SEGUROS ,Rose Chang,16320509 8944,EDGAR,Belgium,7335,558-692-6289,J3M 8Z0
406,202107,GERNERAL MOTORS - ASISTENCIA ,39438719199,3/28/2022,URGENCIAS HOSPITAL ,GONER,Anjolie Hatfield,16440626 1117,TANIA,Cyprus,1984,550-781-6790,J3L 9O4
407,202204,MAPFRE SEGUROS REGULARES ,47884613799,3/21/2021,PAGO DIRECTO ,MAZDA ,Brett Chase,16690614 8850,SUEMY,San Marino,6617,553-731-1875,J2E 7V9
408,202202,MAZDA ,18597056099,8/26/2020,GRUA ,SEGUROS ATLAS ,August Cabrera,16130901 9295,MARISOL,South Sudan,1883,555-452-0334,J1Y 7D2
409,202108,MAPFRE HOSPITALIZACION FAMILIAR ,77614262599,10/1/2020,URGENCIAS HOSPITAL ,GONER,Byron Sargent,16180409 4421,EDGAR,San Marino,9030,552-955-1833,J1X 7W4
410,202204,MAPFRE ESPAÑA - CORRESPONSALIA ,51966191899,8/1/2021,COMBUSTIBLE ,GENERAL MOTORS ,Clare Avery,16400903 1693,SUSANA,Lebanon,6481,557-340-5227,J1V 9S9
411,202203,MAPFRE TEPEYAC AUTO ,84268322599,1/20/2022,COMBUSTIBLE ,SEGUROS ATLAS ,Brooke Tate,16331010 4975,TANIA,Nigeria,3047,553-355-6054,J1I 2Y0
412,202105,MAPFRE SEGUROS REGULARES ,50677425099,3/7/2021,GRUA ,SEGUROS ATLAS ,Odessa May,16580223 4079,TANIA,Uzbekistan,5309,551-866-8379,J0K 7K1
413,202108,MAPFRE HOSPITALIZACION FAMILIAR ,56750728699,6/26/2021,GRUA ,MAPFRE SEGUROS ,Akeem Marsh,16991101 6534,SUEMY,Sint Maarten,4687,555-705-3256,I9M 7Y3
414,202112,MAPFRE ESPAÑA - CORRESPONSALIA ,37441067799,12/16/2021,CASETAS ,MAPFRE SEGUROS ,Xena Stephenson,16090313 8303,MARISOL,Norway,9218,556-420-9954,I9I 0P0
415,202111,GNP DESBORDE ,72658592799,5/22/2022,AUXILIO VIAL ,GONER,Kellie Ross,16510218 8462,SUEMY,Nauru,1065,558-310-8570,I9C 7B6
416,202203,MAPFRE ESPAÑA - CORRESPONSALIA ,37257179499,12/31/2020,AUXILIO VIAL ,GONER,Josiah Cannon,16070802 6471,MARISOL,Indonesia,8983,551-786-3136,I9B 8L8
417,202201,SEGUROS ATLAS AUTOS 15-20 AÑOS,39629499199,3/31/2021,CASETAS ,MAPFRE SEGUROS ,Samuel Hutchinson,16011008 3706,CESAR,Belgium,891,552-546-2597,I8J 4I1
418,202107,MAPFRE ESPAÑA - CORRESPONSALIA ,29478768099,4/20/2021,AUXILIO VIAL ,GONER,Pandora Watson,16770509 2620,CESAR,Comoros,6394,558-350-1298,I8E 4Z3
419,202111,GNP SINIESTROS REGULARES,26733078899,4/1/2021,URGENCIAS HOSPITAL ,MAPFRE ASISTENCIA ,Kennan Aguirre,16341007 7030,SUEMY,Bolivia,7892,556-924-7092,I7Q 0D5
420,202107,MAPFRE TEPEYAC AUTO ,69255347099,3/28/2021,GRUA ,MAPFRE ASISTENCIA ,Xenos Taylor,16890207 9782,SUSANA,Montserrat,2609,556-842-6589,I7E 7G1
421,202201,MAPFRE ESPAÑA - CORRESPONSALIA ,83657340899,12/24/2020,CASETAS ,GONER,Rylee Coleman,16670623 0304,TANIA,Liberia,6180,559-625-1162,I6P 7N0
422,202112,GNP BANCA POR EXPUESTO ,72353661799,4/2/2021,PAGO DIRECTO ,GENERAL MOTORS ,Joy Parrish,16450301 6646,CESAR,Belarus,2679,559-249-9915,I5H 2S6
423,202110,GNP BANCA POR EXPUESTO ,678635999,4/12/2022,PAGO DIRECTO ,GENERAL MOTORS ,Jared Howell,16180927 6007,MARISOL,"Virgin Islands, British",9569,556-972-9564,I5H 2S6
424,202202,GERNERAL MOTORS - ASISTENCIA ,72914813999,3/10/2022,URGENCIAS HOSPITAL ,MAZDA ,Jared Howell,16420124 6800,SUEMY,Liechtenstein,5252,556-972-9564,I5H 2S6
425,202201,MAZDA ,62668372999,9/21/2021,CASETAS ,MAPFRE SEGUROS ,Sybil Underwood,16900917 9079,SUEMY,Falkland Islands,2884,557-613-6708,I5G 4V7
426,202106,MAPFRE ESPAÑA - CORRESPONSALIA ,57226101299,7/28/2021,PAGO DIRECTO ,MAZDA ,Linus Dawson,16610714 3718,NANCY,Gibraltar,2936,557-468-0351,I5B 0G7
427,202105,MAPFRE SEGUROS REGULARES ,88233209599,1/4/2021,PAGO DIRECTO ,GENERAL MOTORS ,Larissa Farley,16231221 2653,CESAR,United States Minor Outlying Islands,3319,550-254-8295,I4Z 4H5
428,202107,SEGUROS ATLAS AUTOS 15-20 AÑOS,75918802499,6/28/2021,PAGO DIRECTO ,GENERAL MOTORS ,Zephr Vinson,16391212 1948,NANCY,Israel,9037,558-457-0716,I4W 8T2
429,202110,MAPFRE HOSPITALIZACION FAMILIAR ,55841385999,9/9/2021,GRUA ,MAPFRE ASISTENCIA ,Driscoll Hughes,16110230 4530,CESAR,Guadeloupe,7279,555-561-6717,I1Z 5C8
430,202111,GERNERAL MOTORS - ASISTENCIA ,9597037899,9/24/2020,PAGO DIRECTO ,SEGUROS ATLAS ,Daria Vincent,16740204 5764,TANIA,Austria,1387,552-986-8666,I1V 8U8
431,202201,SEGUROS ATLAS AUTOS 15-20 AÑOS,73846451099,11/13/2021,URGENCIAS HOSPITAL ,MAPFRE SEGUROS ,Lester Lamb,16291203 4218,EDGAR,Marshall Islands,867,553-548-4989,I1Q 8D5
432,202105,GNP BANCA POR EXPUESTO ,60380726599,4/5/2022,URGENCIAS HOSPITAL ,GNP ,Kellie Nguyen,16211207 0202,NANCY,Uruguay,857,551-867-1437,I1N 4N9
433,202205,GNP DESBORDE ,87861085799,11/20/2021,COMBUSTIBLE ,GENERAL MOTORS ,MacKensie Harper,16080702 9780,EDGAR,New Zealand,3907,550-225-0743,I0L 9M5
434,202111,GERNERAL MOTORS - ASISTENCIA ,82325317099,4/4/2022,URGENCIAS HOSPITAL ,GENERAL MOTORS ,Connor Rodriguez,16960212 5032,SUEMY,Nauru,3241,555-204-2471,H9L 1Q8
435,202205,GNP DESBORDE ,20764705399,3/28/2022,GRUA ,GENERAL MOTORS ,Ella Lindsay,16370710 1402,SUSANA,Qatar,3860,550-554-4918,H9I 5B3
436,202203,MAPFRE HOSPITALIZACION FAMILIAR ,8776556899,11/16/2020,AUXILIO VIAL ,SEGUROS ATLAS ,Dean Cooper,16611224 4915,SUSANA,Vanuatu,7853,558-542-4890,H9F 0C0
437,202202,MAZDA ,23313964599,8/31/2020,AUXILIO VIAL ,GNP ,Xena Stephenson,16450408 7158,SUSANA,Switzerland,3800,559-269-7815,H8G 7H5
438,202105,MAZDA ,45441626399,9/10/2021,COMBUSTIBLE ,MAPFRE SEGUROS ,Xena Stephenson,16051016 6143,SUEMY,Lebanon,6226,553-537-8150,H8G 7H5
439,202109,MAPFRE TEPEYAC AUTO ,69869571399,7/13/2020,CASETAS ,MAZDA ,Jasper Emerson,16071010 4621,TANIA,Sri Lanka,1237,559-420-2759,H8E 0O2
440,202112,MAPFRE SEGUROS REGULARES ,93717886699,1/22/2022,GRUA ,MAPFRE SEGUROS ,Anjolie Humphrey,16540202 4425,SUEMY,Saint Pierre and Miquelon,9107,556-169-7020,H7S 9V9
441,202204,GNP DESBORDE ,58609666499,9/17/2021,PAGO DIRECTO ,GENERAL MOTORS ,Jocelyn Christian,16100326 8156,CESAR,Saudi Arabia,8195,559-863-8236,H7F 7E7
442,202109,MAPFRE ESPAÑA - CORRESPONSALIA ,75403454499,1/2/2022,GRUA ,SEGUROS ATLAS ,Adam Fischer,16831112 7321,NANCY,Dominican Republic,7575,551-666-0507,H7F 0T6
443,202205,SEGUROS ATLAS AUTOS 15-20 AÑOS,45247543399,11/7/2021,AUXILIO VIAL ,MAPFRE SEGUROS ,Walter Watson,16880820 8097,CESAR,Slovenia,7350,555-788-5436,H6X 3F5
444,202105,MAPFRE ESPAÑA - CORRESPONSALIA ,79407666499,1/4/2022,GRUA ,MAPFRE ASISTENCIA ,Evan Witt,16761127 4643,TANIA,Suriname,1706,556-314-5946,H6V 7L5
445,202106,MAPFRE SEGUROS REGULARES ,70382237499,2/14/2022,COMBUSTIBLE ,MAPFRE SEGUROS ,Duncan Durham,16290829 7886,TANIA,Tanzania,7257,555-137-5878,H6N 2B7
446,202106,MAZDA ,97731774699,11/1/2020,PAGO DIRECTO ,MAPFRE ASISTENCIA ,Basil Simpson,16320122 4411,MARISOL,Uzbekistan,2809,557-192-4967,H5V 8U3
447,202203,GNP DESBORDE ,59754453299,5/24/2022,PAGO DIRECTO ,GENERAL MOTORS ,Francesca Morin,16190512 9670,CESAR,Mauritius,4015,555-795-6653,H5D 4M3
448,202205,MAZDA ,82803466199,11/12/2020,COMBUSTIBLE ,MAPFRE ASISTENCIA ,Aristotle Walls,16561026 4201,MARISOL,Guadeloupe,6554,553-584-2435,H5A 5X3
449,202204,MAZDA ,88348237999,7/30/2021,AUXILIO VIAL ,GENERAL MOTORS ,Cairo Hall,16330227 2137,MARISOL,Romania,2698,559-242-2901,H4T 4O7
450,202107,MAPFRE TEPEYAC AUTO ,5407784699,5/6/2022,CASETAS ,GENERAL MOTORS ,Tatum Cummings,16520314 9025,CESAR,Belarus,9562,550-169-4506,H4B 5J0
451,202205,MAPFRE TEPEYAC AUTO ,58655269399,10/20/2020,CASETAS ,MAZDA ,Indigo Adams,16920427 3396,NANCY,Viet Nam,2780,552-107-8804,H3H 9Q9
452,202201,MAPFRE SEGUROS REGULARES ,6864446099,7/31/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Oprah Simon,16780229 6991,CESAR,Iceland,1042,559-994-1911,H2P 2A0
453,202105,GNP BANCA POR EXPUESTO ,47643331899,5/30/2020,PAGO DIRECTO ,MAZDA ,Mohammad Ford,16080711 8435,TANIA,Turks and Caicos Islands,8534,556-719-4197,H1O 0Z4
454,202108,GNP DESBORDE ,3696859199,5/15/2022,AUXILIO VIAL ,GENERAL MOTORS ,Katell Kinney,16730429 0955,EDGAR,Hong Kong,525,550-568-1521,H1K 3P1
455,202201,GNP BANCA POR EXPUESTO ,31220762599,8/17/2021,GRUA ,GONER,Jade Norman,16221213 4080,NANCY,Cape Verde,5287,553-391-2432,H0P 5N4
456,202108,MAZDA ,40420896599,5/26/2021,URGENCIAS HOSPITAL ,MAPFRE ASISTENCIA ,Quintessa Ratliff,16391029 8540,TANIA,Norfolk Island,798,550-730-9764,H0K 3A9
457,202203,GNP SINIESTROS REGULARES,51612130199,9/27/2020,COMBUSTIBLE ,MAPFRE SEGUROS ,Tate Cross,16800711 9632,SUSANA,Cyprus,965,555-483-4298,H0D 5X0
458,202110,MAPFRE HOSPITALIZACION FAMILIAR ,80204838299,11/14/2020,CASETAS ,GNP ,Vielka Espinoza,16660320 8163,TANIA,Holy See (Vatican City State),1964,558-558-2096,G8Q 0X6
459,202202,MAPFRE SEGUROS REGULARES ,94449678899,10/12/2021,AUXILIO VIAL ,SEGUROS ATLAS ,Keelie Webster,16980921 7798,SUSANA,Congo (Brazzaville),9366,558-152-9356,G8O 8H6
460,202110,MAPFRE HOSPITALIZACION FAMILIAR ,18402810399,10/18/2021,AUXILIO VIAL ,SEGUROS ATLAS ,Hunter Hatfield,16231203 0709,NANCY,South Georgia and The South Sandwich Islands,5550,551-597-5087,G7A 1K5
461,202201,MAPFRE ESPAÑA - CORRESPONSALIA ,25859342599,7/13/2020,COMBUSTIBLE ,MAPFRE SEGUROS ,Basil Simpson,16910927 8649,NANCY,Uzbekistan,7067,553-352-5280,G6W 5U3
462,202106,SEGUROS ATLAS AUTOS 15-20 AÑOS,38426880599,1/3/2022,URGENCIAS HOSPITAL ,GENERAL MOTORS ,Dexter Cannon,16880702 4941,CESAR,Burkina Faso,3248,555-877-9147,G6O 7F0
463,202106,MAPFRE HOSPITALIZACION FAMILIAR ,7820516899,12/9/2020,GRUA ,MAZDA ,Acton Head,16620424 4310,EDGAR,Belgium,576,558-511-9358,G6L 5M3
464,202108,MAPFRE SEGUROS REGULARES ,77502312699,3/31/2022,URGENCIAS HOSPITAL ,GENERAL MOTORS ,Cedric Chang,16790411 2872,TANIA,Bahrain,6472,553-306-9204,G5X 1J9
465,202108,SEGUROS ATLAS AUTOS 15-20 AÑOS,99253053899,2/20/2022,COMBUSTIBLE ,SEGUROS ATLAS ,Tanner Owens,16630503 7548,CESAR,Gambia,214,555-968-2635,G5P 4U9
466,202108,MAZDA ,70726943799,5/3/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Hollee Cruz,16700811 0681,SUSANA,San Marino,5911,552-442-9420,G5B 9D0
467,202203,GNP BANCA POR EXPUESTO ,66410177699,5/30/2021,AUXILIO VIAL ,GONER,Desiree Collins,16160808 1764,NANCY,Syria,9949,550-282-9897,G4T 4T1
468,202201,GNP BANCA POR EXPUESTO ,85605988999,5/30/2021,COMBUSTIBLE ,GONER,Jolene Oneal,16310225 9623,SUSANA,Guinea,9755,555-154-8386,G4S 6M9
469,202108,GNP BANCA POR EXPUESTO ,48799411199,5/5/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Keelie Giles,16711216 4087,SUEMY,Thailand,4484,557-762-5337,G4Q 0I9
470,202112,SEGUROS ATLAS AUTOS 15-20 AÑOS,60542604899,7/10/2021,COMBUSTIBLE ,GNP ,Craig Hendrix,16570910 4912,CESAR,Tuvalu,244,556-175-5338,G4P 4O8
471,202203,MAPFRE SEGUROS REGULARES ,65210906899,8/20/2021,PAGO DIRECTO ,GONER,Ezekiel Berger,16230426 2138,EDGAR,China,2433,554-481-4903,G4N 2U6
472,202204,GNP SINIESTROS REGULARES,64638460499,3/10/2021,CASETAS ,GNP ,Tyrone Hunter,16410505 4581,CESAR,"Palestine, State of",3449,558-788-7396,G3D 1I3
473,202204,MAPFRE SEGUROS REGULARES ,97242475699,3/18/2022,PAGO DIRECTO ,MAPFRE SEGUROS ,Hannah Velazquez,16381104 6337,CESAR,Kuwait,1305,550-260-8819,G2S 2N5
474,202205,SEGUROS ATLAS AUTOS 15-20 AÑOS,94823817099,1/25/2021,PAGO DIRECTO ,GNP ,Flynn Farmer,16331002 9040,SUSANA,Japan,6050,559-376-9913,G2O 7J3
475,202112,MAPFRE HOSPITALIZACION FAMILIAR ,49741236299,7/2/2020,AUXILIO VIAL ,MAZDA ,Inez Reeves,16051129 1585,SUEMY,Georgia,2180,550-117-1956,G2I 3D7
476,202112,GNP SINIESTROS REGULARES,21610483499,12/18/2021,CASETAS ,GENERAL MOTORS ,Ross Austin,16630701 9387,SUEMY,Namibia,3000,556-510-9329,G2A 3I9
477,202112,GERNERAL MOTORS - ASISTENCIA ,13228700299,5/10/2022,AUXILIO VIAL ,GONER,Emery Solis,16970920 1413,CESAR,Monaco,5995,556-344-1962,G1Y 1A1
478,202203,GNP DESBORDE ,48596727899,4/23/2022,COMBUSTIBLE ,MAZDA ,Montana Wilcox,16581224 9562,SUSANA,Bangladesh,8545,558-644-4816,G1M 9B7
479,202203,SEGUROS ATLAS AUTOS 15-20 AÑOS,884644099,6/19/2020,CASETAS ,MAPFRE ASISTENCIA ,Sybil Tate,16870821 7354,SUSANA,Burundi,1363,559-744-7246,G1I 9I3
480,202110,MAPFRE TEPEYAC AUTO ,23747898399,12/16/2021,URGENCIAS HOSPITAL ,MAPFRE SEGUROS ,Oren Hancock,16920427 3396,MARISOL,Holy See (Vatican City State),7196,559-804-9304,G0E 0D0
481,202204,GERNERAL MOTORS - ASISTENCIA ,73486622699,4/25/2021,AUXILIO VIAL ,GNP ,Mufutau Martin,16810818 8494,CESAR,Bangladesh,5018,550-551-4467,F9Q 6I5
482,202107,MAPFRE TEPEYAC AUTO ,67464233999,10/14/2020,AUXILIO VIAL ,GENERAL MOTORS ,Dylan Beck,16240210 3473,MARISOL,Iran,5549,555-977-7365,F9M 2J0
483,202107,GNP DESBORDE ,69560936499,7/18/2020,CASETAS ,MAZDA ,Igor Crawford,16660715 4694,EDGAR,Japan,5127,553-477-2786,F9I 3Y4
484,202107,MAZDA ,24742158399,1/27/2022,COMBUSTIBLE ,GONER,Simon Goodwin,16001016 5629,NANCY,Greece,9343,550-792-0233,F8O 0F8
485,202110,MAZDA ,1323511999,4/29/2021,COMBUSTIBLE ,MAPFRE SEGUROS ,Keith Burch,16210811 7439,TANIA,"Korea, South",5989,552-880-0991,F8F 6V9
486,202203,GNP SINIESTROS REGULARES,7409207099,5/10/2022,AUXILIO VIAL ,SEGUROS ATLAS ,Rashad Mccall,16190707 4668,SUEMY,Armenia,253,552-597-1014,F7Z 0U5
487,202109,SEGUROS ATLAS AUTOS 15-20 AÑOS,52639295999,4/12/2022,PAGO DIRECTO ,MAPFRE SEGUROS ,Fiona Benton,16790523 3388,EDGAR,Tanzania,3156,554-235-5656,F7T 9J3
488,202111,MAZDA ,84869920499,9/9/2021,COMBUSTIBLE ,MAPFRE ASISTENCIA ,Samantha Ratliff,16961210 9620,EDGAR,Ireland,8469,557-574-4128,F7S 4Z7
489,202204,MAPFRE TEPEYAC AUTO ,95849291699,11/23/2021,CASETAS ,MAPFRE ASISTENCIA ,Jaime Foley,16171208 8390,NANCY,Jordan,1298,555-396-2736,F6A 0B9
490,202105,GNP BANCA POR EXPUESTO ,53309541399,5/23/2022,CASETAS ,SEGUROS ATLAS ,Upton Lang,16790520 4355,SUSANA,Ecuador,6207,552-491-8447,F5J 4O5
491,202204,SEGUROS ATLAS AUTOS 15-20 AÑOS,53816775499,10/13/2021,GRUA ,GONER,Garrett Schultz,16821026 7368,NANCY,Fiji,6809,551-820-7802,F4G 3I6
492,202205,GNP DESBORDE ,72649343999,11/29/2020,PAGO DIRECTO ,MAPFRE SEGUROS ,Macon Horne,16220230 3430,SUEMY,Australia,3832,552-426-9738,F3H 9N6
493,202111,MAPFRE ESPAÑA - CORRESPONSALIA ,31470147599,10/3/2020,COMBUSTIBLE ,SEGUROS ATLAS ,Wendy Chapman,16011219 1895,NANCY,Northern Mariana Islands,2010,557-983-0286,F3C 8K9
494,202111,MAPFRE SEGUROS REGULARES ,1637590399,2/28/2021,PAGO DIRECTO ,MAPFRE ASISTENCIA ,Grady Morrow,16950402 9431,CESAR,Guyana,4206,556-193-0236,F1Y 7P2
495,202202,GNP SINIESTROS REGULARES,3928619599,7/16/2020,CASETAS ,GONER,Emerson Briggs,16130913 5893,TANIA,Switzerland,3404,554-315-3236,F0S 3Q6
496,202202,MAPFRE SEGUROS REGULARES ,46236997499,11/9/2020,COMBUSTIBLE ,GNP ,Bradley Watkins,16640901 2363,NANCY,Curaçao,1610,557-914-4076,E9U 9F3
497,202111,MAPFRE HOSPITALIZACION FAMILIAR ,78772938599,7/20/2020,URGENCIAS HOSPITAL ,MAPFRE ASISTENCIA ,Chelsea Ingram,16560924 7365,NANCY,Guinea,5693,555-599-7977,E9J 6D9
498,202105,MAPFRE ESPAÑA - CORRESPONSALIA ,79598518399,2/8/2022,GRUA ,MAPFRE ASISTENCIA ,Gavin Holman,16900917 9079,CESAR,Colombia,5458,556-999-3843,E8M 2J0
499,202110,MAPFRE TEPEYAC AUTO ,2772870799,10/31/2020,AUXILIO VIAL ,GNP ,Chiquita Snider,16490816 9255,SUEMY,Botswana,5253,556-261-0643,E7X 4N1
500,202110,GNP BANCA POR EXPUESTO ,28410312199,11/27/2021,URGENCIAS HOSPITAL ,GONER,Fletcher Herring,16340427 3413,NANCY,Ghana,9843,550-397-7035,E7X 0U1
501,202105,MAPFRE HOSPITALIZACION FAMILIAR ,97362651299,12/4/2020,AUXILIO VIAL ,SEGUROS ATLAS ,Cailin Good,16650722 5701,NANCY,Zimbabwe,5713,551-311-2130,E6N 3U6
502,202202,GNP DESBORDE ,36672594299,7/11/2020,GRUA ,MAPFRE ASISTENCIA ,Gay Dunlap,16190301 2910,SUEMY,Northern Mariana Islands,6119,557-983-1158,E5Z 6Q7
503,202202,GNP SINIESTROS REGULARES,71974501399,5/5/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Inez Robbins,16160808 1764,SUSANA,Burundi,1509,554-988-6660,E5X 0H3
504,202203,MAPFRE HOSPITALIZACION FAMILIAR ,70860762699,6/15/2021,URGENCIAS HOSPITAL ,MAZDA ,Thaddeus Walton,16571226 8431,EDGAR,Micronesia,6714,556-474-3836,E5Q 0J6
505,202110,GNP DESBORDE ,76879849299,9/5/2021,GRUA ,GONER,Anastasia Hayden,16201002 8716,NANCY,Malta,3198,557-482-6649,E5N 7S1
506,202110,GERNERAL MOTORS - ASISTENCIA ,22607575099,8/30/2020,URGENCIAS HOSPITAL ,GNP ,Madaline Lott,16520728 7086,CESAR,Croatia,3880,554-279-7986,E5N 2O1
507,202111,GNP BANCA POR EXPUESTO ,16504494799,9/12/2020,PAGO DIRECTO ,SEGUROS ATLAS ,Bryar Roach,16111024 0528,TANIA,Nepal,5922,558-620-3693,E5L 2N6
508,202204,MAPFRE TEPEYAC AUTO ,16544441799,10/17/2021,COMBUSTIBLE ,SEGUROS ATLAS ,Laurel Chandler,16951123 5666,CESAR,Iceland,6558,551-517-9483,E5J 7L6
509,202203,MAPFRE ESPAÑA - CORRESPONSALIA ,65793901199,5/17/2021,COMBUSTIBLE ,SEGUROS ATLAS ,Patrick Woodard,16540307 7422,MARISOL,Côte D'Ivoire (Ivory Coast),3264,555-216-1123,E5H 0D9
510,202201,GNP SINIESTROS REGULARES,29920166199,5/18/2022,CASETAS ,MAPFRE ASISTENCIA ,Gage Harris,16071020 5956,SUSANA,Angola,9040,551-736-1790,E5E 8S3
511,202107,MAPFRE TEPEYAC AUTO ,93543647799,7/27/2020,COMBUSTIBLE ,MAPFRE ASISTENCIA ,Melvin Maldonado,16930107 5090,EDGAR,Czech Republic,1429,557-545-9498,E4Z 6D5
512,202201,MAZDA ,65434568899,1/13/2022,PAGO DIRECTO ,GNP ,Graham Glover,16331215 6650,MARISOL,Kyrgyzstan,7847,554-462-2752,E4P 0L8
513,202108,MAPFRE SEGUROS REGULARES ,14524061999,7/7/2020,GRUA ,MAZDA ,Driscoll Castro,16940212 8756,SUEMY,Isle of Man,2189,553-446-0514,E4E 6M0
514,202108,MAPFRE HOSPITALIZACION FAMILIAR ,28510479299,8/11/2020,GRUA ,SEGUROS ATLAS ,Gloria Nolan,16900123 6745,CESAR,Burundi,2166,550-393-7264,E3W 9Z3
515,202106,GERNERAL MOTORS - ASISTENCIA ,54858718799,10/1/2020,AUXILIO VIAL ,GONER,Flynn Cote,16120602 2350,NANCY,Honduras,6234,558-686-5284,E3V 7M6
516,202203,MAPFRE TEPEYAC AUTO ,58263684999,3/27/2021,PAGO DIRECTO ,GNP ,Lawrence Goodman,16101122 6378,TANIA,Puerto Rico,644,556-151-6556,E3V 2D6
517,202203,GERNERAL MOTORS - ASISTENCIA ,7974596699,5/28/2022,PAGO DIRECTO ,GNP ,Dylan Jones,16660325 3391,SUSANA,Anguilla,8054,556-525-7481,E2A 5C9
518,202201,MAPFRE HOSPITALIZACION FAMILIAR ,91562867299,8/4/2021,COMBUSTIBLE ,GONER,Steel Reilly,16920107 4953,EDGAR,"Virgin Islands, United States",8070,557-826-6574,E0W 1X8
519,202109,GNP BANCA POR EXPUESTO ,31623820999,4/6/2021,AUXILIO VIAL ,GENERAL MOTORS ,Linus Terry,16631012 7292,CESAR,Cook Islands,6055,558-507-0352,E0Q 9B1
520,202107,MAZDA ,30404746199,9/6/2020,CASETAS ,MAZDA ,Lois Maldonado,16931127 0962,MARISOL,Poland,2805,557-799-3284,E0Q 2I7
521,202202,SEGUROS ATLAS AUTOS 15-20 AÑOS,84710073399,5/25/2021,PAGO DIRECTO ,SEGUROS ATLAS ,Brenna Wiggins,16200118 1383,EDGAR,Curaçao,8766,553-889-7121,D9Y 5K5
522,202111,MAPFRE ESPAÑA - CORRESPONSALIA ,2604141699,1/24/2021,GRUA ,GNP ,Justin James,16100923 6470,EDGAR,Bouvet Island,3965,554-100-0580,D8X 9T5
523,202106,SEGUROS ATLAS AUTOS 15-20 AÑOS,98972509999,10/14/2020,PAGO DIRECTO ,GONER,Mercedes Hancock,16101122 6378,SUSANA,Suriname,2915,550-833-7214,D8I 3C2
524,202205,MAPFRE TEPEYAC AUTO ,63484809299,12/31/2020,COMBUSTIBLE ,GENERAL MOTORS ,Britanni Ayala,16270729 3730,TANIA,Aruba,3902,556-437-9648,D7D 0E1
525,202108,GERNERAL MOTORS - ASISTENCIA ,10270974799,1/15/2021,GRUA ,GONER,Dakota Burks,16081110 6061,SUEMY,Antigua and Barbuda,8041,555-227-7535,D6Z 0B5
526,202106,GNP BANCA POR EXPUESTO ,7905333999,10/12/2020,CASETAS ,GNP ,Troy Joseph,16270824 3528,EDGAR,San Marino,8384,556-953-6841,D6D 8S6
527,202106,SEGUROS ATLAS AUTOS 15-20 AÑOS,4753371499,7/18/2021,PAGO DIRECTO ,MAPFRE ASISTENCIA ,Justine Fischer,16950623 3262,CESAR,Kuwait,2824,557-379-5952,D5Z 0C0
528,202110,MAPFRE ESPAÑA - CORRESPONSALIA ,68378353399,6/4/2021,GRUA ,MAPFRE SEGUROS ,Beverly Rocha,16211113 2979,TANIA,Lesotho,8634,551-692-0616,D5W 3O5
529,202110,MAPFRE TEPEYAC AUTO ,23736086099,9/21/2021,PAGO DIRECTO ,MAZDA ,Zeph Forbes,16580510 6332,MARISOL,Guinea,8196,555-333-5543,D5T 7F8
530,202112,SEGUROS ATLAS AUTOS 15-20 AÑOS,31229690099,4/15/2021,GRUA ,MAZDA ,Nichole Kaufman,16810514 6479,SUEMY,Tajikistan,6082,557-571-0251,D5S 6P4
531,202201,SEGUROS ATLAS AUTOS 15-20 AÑOS,25751324799,7/3/2020,CASETAS ,SEGUROS ATLAS ,Brianna Montgomery,16301117 3956,TANIA,Hong Kong,9408,556-899-9403,D5C 9V4
532,202111,GNP BANCA POR EXPUESTO ,32641043299,6/24/2021,PAGO DIRECTO ,MAPFRE SEGUROS ,Jada Whitney,16840121 5978,SUSANA,Solomon Islands,8160,551-982-9260,D4L 8X0
533,202204,GNP DESBORDE ,6387694899,8/25/2020,GRUA ,GNP ,Devin Ellison,16810705 8334,NANCY,Namibia,8837,559-152-6495,D4F 1E8
534,202205,SEGUROS ATLAS AUTOS 15-20 AÑOS,89351202299,12/7/2020,URGENCIAS HOSPITAL ,GNP ,Kasimir Cabrera,16140624 4069,CESAR,Namibia,9420,558-308-5669,D3Q 7O1
535,202110,SEGUROS ATLAS AUTOS 15-20 AÑOS,21782686099,10/27/2021,PAGO DIRECTO ,GONER,Yuli Michael,16160413 2736,CESAR,Maldives,881,557-104-2261,D3O 9T0
536,202108,GNP SINIESTROS REGULARES,48584022299,6/18/2020,PAGO DIRECTO ,GNP ,Wallace Castillo,16771017 0551,NANCY,Montenegro,8417,552-511-3080,D3E 2O9
537,202108,GNP DESBORDE ,54818239299,8/31/2021,GRUA ,GNP ,Kyra Merrill,16450117 4207,MARISOL,Bahrain,4570,550-281-7648,D2I 8I4
538,202106,GNP DESBORDE ,2992955799,3/18/2022,URGENCIAS HOSPITAL ,MAZDA ,Hyatt Stevenson,16080702 9780,EDGAR,Taiwan,1791,553-523-6328,D1K 3U6
